Rank,PackageId,Version,TotalDownloads,DetectedFrameworks,Description
398,trsplit,0.23.42,92071,CommandLineParser,"Reads an Antlr4 grammar from stdin and identifies problems in the grammar.
This program is part of the Trash toolkit."
399,fsdgenfsd,2.18.0,91619,Unknown/Custom,A tool that generates FSD for a Facility Service Definition.
400,GherkinSyncTool,3.20.3,91564,CommandLineParser,GherkinSyncTool is an open-source console application that synchronizes tests scenarios in Gherkin syntax with a test management system like TestRail or Azure DevOps.
401,rdb-cli,0.9.5,91213,System.CommandLine,rdb-cli is a command line tool for redis rdb files.
402,trcombine,0.23.42,91166,CommandLineParser,"Reads an Antlr4 grammar from stdin and identifies problems in the grammar.
This program is part of the Trash toolkit."
403,Rocketmakers.Environment.Generation.Cli,3.0.0,91121,CommandLineParser,Package Description
404,bottlenoselabs.C2CS.Tool,2025.9.8,91034,System.CommandLine,"C to C# library bindings code generator. In go .h file, out come .cs file."
405,Aiursoft.NugetNinja,10.0.19,90018,System.CommandLine,A tool for detecting dependencies of .NET projects.
406,gfic,1.1.3,89676,Argu,Command line tool for image processing
407,InheritDocTool,2.5.2,89541,CommandLineParser,".NET Core global tool that post processes XML documentation files to support an &lt;inheritdoc/&gt; tag allowing inheriting XML comments from base types, interfaces, and similar methods. Works with .NET Framework, .NET Standard, and .NET Core projects. See the separate InheritDocLib NuGet package for a programmatic interface."
408,trconvert,0.23.42,89333,CommandLineParser,"Reads a grammar from stdin and converts the grammar to Antlr version 4
syntax. This program is part of the Trash toolkit."
409,fsdgenjs,3.8.0,87925,Unknown/Custom,A tool that generates JavaScript or TypeScript for a Facility Service Definition.
410,SqlHydra.Cli,3.5.0,87197,System.CommandLine,"SqlHydra.Cli is a dotnet tool that generates F# types for SQL Server, PostgreSQL, Sqlite, MySQL and Oracle."
411,Fornax,0.16.0,87111,Argu,Fornax is a static site generator using type safe F# DSL to define page layouts.
412,METU.EXTENTIONS,2025.805.8.6,86916,Unknown/Custom,2025.805.8.03
413,Credfeto.Gallery.DeleteCorruptImage,1.0.0.137,86803,Unknown/Custom,Photo Gallery Built Image Corruption Detector.
414,Microsoft.Azure.SignalR.Emulator,1.6.1,86272,System.CommandLine,Package Description
415,Piral.Blazor.Analyzer,8.0.19,86109,System.CommandLine,The analyzer to retrieve assembly details when building Blazor pilets.
416,SolidRpc.OpenApi.DotNetTool,1.0.0,86042,Unknown/Custom,Generates code from a swagger specification.
417,MetaCode.TemplateSuite2.CLI,2.1.14,85907,Microsoft.Extensions.CommandLineUtils,Template Suite 2 code generators.
418,chibias-cli,0.65.0,85879,Unknown/Custom,The specialized backend toolchain for chibicc-cil
419,Unlimitedinf.Tom,5.1.5,85668,System.CommandLine,Various tools and utilities that I've needed or found useful.
420,LimeFlight.OpenAPI.Diff.Action,3.0.9,85584,Unknown/Custom,Package Description
421,trfoldlit,0.23.42,85536,CommandLineParser,"Replace a sequence of symbols on the RHS of a rule with the rule LHS symbol.
This program is part of the Trash toolkit."
422,SpecFlow.Plus.License,3.9.31,84497,CommandLineParser,SpecFlow+ Licensing Tool for dotnet
423,RelationalGit,2.0.2,84254,CommandLineParser,"RelationalGit extracts valuable information about commits, blames, changes, devs, and pull requests out of git's data structure and imports them to a relational database such as Microsoft SQL Server. These data can be a ground for further source code mining analysis."
424,Credfeto.Gallery.SiteIndexBuilder,1.0.0.137,83871,Unknown/Custom,Photo Gallery Site Index Builder
425,dotnet-httpie,0.16.0,82427,System.CommandLine,"dotnet httpie, a command-line HTTP client"
426,dotnet-reqube,2.0.0,82310,CommandLineParser,A tool that converts ReSharper inspect code report to SonarQube format
427,Credfeto.DotNet.Code.Analysis.Overrides.Cmd,1.0.4.290,82087,Unknown/Custom,Dotnet code analys rule management tool
428,trunfold,0.23.42,81932,CommandLineParser,"Apply the unfold transform to a collection of terminal nodes
in the parse tree. This program is part of the Trash toolkit."
429,coders,0.7.5,81755,Spectre.Console.Cli; CommandLineParser,"coders is a CLI that orchestrates repositories, templates, and runners for streamlined developer workflows."
430,Uno.NuGet.Updater.Tool,1.2.10,80866,Mono.Options / NDesk.Options,A tool to automatically update nuget packages to stable or experimental versions
431,webben,1.2211.419.313,80631,System.CommandLine,Package Description
432,trglob,0.23.42,80125,CommandLineParser,"Generate a parser application using the Antlr tool and application templates.
This program is part of the Trash toolkit."
433,ZKEACMS.Publisher,2.4.0,79187,McMaster.Extensions.CommandLineUtils,Help to publish ZKEACMS
434,EasyAbp.AbpHelper,0.27.0,78454,System.CommandLine,AbpHelper is a tool to help you with developing Abp vNext applications.
435,Epsitec.ZouFlow,16.1.1.2610,78392,System.CommandLine,zou-flow - 16.1.1.2610 net10.0
436,dgt.power,2.0.0,78287,Spectre.Console.Cli,Package Description
437,PseudoLocalize,0.12.2,78161,Unknown/Custom,"A .NET Global Tool for pseudo-localization of RESX, XLIFF, and PO resource files."
438,Microsoft.ProgramSynthesis.Dslc,10.16.5,77921,Unknown/Custom,Dotnet CLI tool for generating code for a DSL from its grammar.  Part of the Microsoft PROgram Synthesis using Examples SDK (PROSE).
439,DocFxTocGenerator,1.9.0,77256,CommandLineParser,This tool allow to generate a yaml compatible `toc.yml` file for DocFX.
440,binlogtool,1.0.29,77028,Unknown/Custom,"A tool to read, process and analyze MSBuild .binlog files. Read more at https://msbuildlog.com."
441,NetCoreForce.ModelGenerator,5.0.0,76968,McMaster.Extensions.CommandLineUtils,NetCoreForce ModelGenerator tool to generate object models against a live Salesforce org.
442,Wyam.Tool,2.2.9,76957,System.CommandLine,Package Description
443,GenPg,1.1.14,76944,Unknown/Custom,用于快速创建和更新 .NETCore 2.1 + PostgreSQL 项目，非常合适敏捷开发； dotnet tool install -g GenPg
444,Korzh.EasyQuery.DataModelTool,7.4.1,76870,McMaster.Extensions.CommandLineUtils,EasyQuery Data Model Tool helps to generate data model files (XML or JSON) by some DB connection.
445,DocLinkChecker,1.12.0,76031,CommandLineParser,This tool can be used to check references in markdown files.
446,HeroesDataParser,4.14.4,75790,Microsoft.Extensions.CommandLineUtils,Extracts Heroes of the Storm game data into XML and JSON format
447,dotnet-nodejs,25.8.2,75503,System.CommandLine,Install NodeJs using NuGet and dotnet tools (Windows and Linux only)
448,unofficial.Urho3DNet.Editor,0.4.555,75158,Unknown/Custom,Package Description
449,assembly-rewriter,0.13.0,74808,CommandLineParser,Diff assemblies and nuget packages
450,nanoclr,1.1.163,74537,CommandLineParser,.NET nanoFramework CLR as a .NET tool. Allows running nanoCLR as a virtual device.
451,HttPlaceholder,2024.12.27.10,74398,Unknown/Custom,A very flexible cross platform HTTP stub application.
452,TypeGen.DotNetCli,2.4.7,73871,Unknown/Custom,This package is outdated. Please use the dotnet-typegen package instead.
453,coda-tools,0.6.0,73075,CommandLineParser,Tools for importing/exporting data from Coda (https://www.coda.io)
454,fsxc,0.6.0,72891,Unknown/Custom,Package Description
455,adaptify,1.3.7,72885,Unknown/Custom,Adaptify .NET tool
456,Kraft,10.0.9,72762,Mono.Options / NDesk.Options,Command-Line-Interface (Cli) tools for the CoreKraft/BindKraft frameworks
457,Kifa.Tools.DataUtil,6.3.0,72753,CommandLineParser,Utility to manage data.
458,Microsoft.Quantum.Chemistry.Tools,0.28.302812,72541,System.CommandLine,Tools for working with quantum chemistry data.
459,web,0.0.71,72359,Unknown/Custom,"Easily view and deploy any ServiceStack .NET Core Web App (Windows, OSX, Linux)"
460,Adliance.QmDoc,2.4.2,72169,CommandLineParser,Tool to convert documentation and markdown files to pretty-looking PDF (also supports DOCX).
461,dotnet-ts,7.0.7,71830,Unknown/Custom,TypeSharp cli tools.
462,dotnet-property,3.0.0,71729,Unknown/Custom,.NET Core command-line (CLI) tool to update project properties and version numbers on build.
463,MetaCode.CLI,4.5.4,71642,Unknown/Custom,Converts templates into code generators.
464,Dolittle.Runtime.CLI,9.9.0,71535,McMaster.Extensions.CommandLineUtils,The Dolittle CLI tool.
465,Intent.Packager.CLI,4.6.2,71434,System.CommandLine,Package Description
466,METU.CORE,2025.805.1.1,71253,Microsoft.Extensions.CommandLineUtils,Package Description
467,Gaspra.Functions,0.6.2,70687,Unknown/Custom,console application of functions
468,BenchmarkDotNet.Tool,0.12.1,70652,McMaster.Extensions.CommandLineUtils; CommandLineParser,A dotnet tool to execute BenchmarkDotNet benchmarks
469,Genocs.CLI,1.3.2,70454,Unknown/Custom,The CLI Tool to run Genocs templates.
470,git-release,1.29.1,69834,System.CommandLine,Package Description
471,dotnet-example,5.0.0,69401,Spectre.Console.Cli,A dotnet tool to run examples.
472,dotnet-sort-refs,2.2.0,69384,McMaster.Extensions.CommandLineUtils,A .NET Core global tool to alphabetically sort package references in csproj or fsproj
473,Fun.Blazor.Cli,4.1.1,68818,Spectre.Console.Cli,Package Description
474,generate-api-proxy,8.0.3,68668,Unknown/Custom,Generates Api Proxy packages for Olive microservice Apis
475,NachoColl.Cloudformation4dotNET,7.1.89,68381,Microsoft.Extensions.CommandLineUtils,Create AWS Cloudformation templates from dotNET code.
476,dotnet-ilverify,10.0.5,68092,System.CommandLine,ILVerify tool.
477,generate-data-endpoint-proxy,8.1.3,67933,Unknown/Custom,Generates Data Endpoint packages for Olive data replication
478,dotnet-mergenupkg,3.0.0,67905,Unknown/Custom,Merge dependencies of two nupkg packages
479,dotnet-depends,0.8.0,67652,McMaster.Extensions.CommandLineUtils,Dependency explorer for .NET
480,htmlc,1.0.156,67618,Cocona,the HTML-Compiler tool for your cli
481,EnumGenerator.GlobalTool,5.0.1274,67381,CommandLineParser,Global-tool that can be used to create a c# / f# / vb / cil enum based on a json file
482,dotMorten.OmdGenerator,1.5.2,67269,Unknown/Custom,Automatically generates an HTML Document with an object model diagram for your C# library<
483,Squidex.CLI,13.13.0,67125,CommandDotNet,Command Line Interface for Squidex Headless CMS
484,Umbrella.TypeScript.Tools,9.0.0,66726,Microsoft.Extensions.CommandLineUtils,This package contains .NET Core tooling to allow the Umbrella.TypeScript generators to be used with the dotnet CLI.
485,ZhileTime.Hope.Cli,6.3.3,66582,Unknown/Custom,Package Description
486,run-script,0.6.0,66258,System.CommandLine,"dotnet tool to run arbitrary commands from a project's ""scripts"" object"
487,dotnet-sqltest,2.0.0,65914,System.CommandLine; CommandLineParser,Command line tool for running tSQLt unit tests from MSBuild.Sdk.SqlProj projects inside throwaway instances of Docker containers for all compatible SQL Server or Azure SQL Edge images.
488,Elvia.Edna.Events.Cli,11.0.0,65858,CommandLineParser,A tool for working with Elvia Events from the command line
489,CdIts.Caffoa.Cli,5.1.1,65368,CommandLineParser,"Tool to autogenerate azure function templates for .NET from openapi declaration. 
            Instead of generating stubs, the goal is to be able to change the api and re-generate the files without overwriting your code.
            
            This is the CLI that can be istalled via dotnet tool install."
490,Snowflaqe,1.48.0,65130,Unknown/Custom,A dotnet CLI tool to generate F# source code for Fable and F# projects as GraphQL clients based on the schema and input queries.
491,zdm,8.0.142,65034,Unknown/Custom,"The zdm stands for 'ZayniFramework Database Migration'.
This is a dotnet tool CLI application helps you to use CLI command-line to migrate your database schema and data in the migration SQL scripts.
It support MySQL and MSSQL.
The zdm can also integrate with the popular CI/CD solutions such as CircleCI, GitLab CI, Jenkins or other CI/CD service.
GitLab Repository: https://gitlab.com/ponylin1985/zayniframework"
492,TeamCity.csi,1.0.7,64303,Unknown/Custom,JetBrains TeamCity C# {0} script runner 1.0.7 net6.0
493,EAVFW.Extensions.Manifest.ManifestEnricherTool,4.1.1,64295,System.CommandLine,A tool to enrich and transform manifest.json to manifest.g.json
494,GitTreeVersion,0.4.20,63940,System.CommandLine,Package Description
495,Microsoft.Azure.Kusto.LightIngest,14.0.3,63754,Unknown/Custom,Client tool for ingesting data into Kusto service.
496,trperf,0.23.42,63603,CommandLineParser,"Parses a file, arg, or stdin using a built-in or generated parser
with performance analysis.
This program is part of the Trash toolkit."
497,MagicOnion.Generator,5.1.8,63399,ConsoleAppFramework,MagicOnion standalone code generator.
498,SaxonHE12NetIXQuery,12.9.10,63296,Unknown/Custom,"This is a thin .NET 10 command line app/dotnet tool wrapper around the an IKVM compiled Saxon HE 12.9 and IKVM cross-compiled Invisible XML CoffeeSacks extension library, allowing the use of XQuery 3.1 with Invisible XML extensions from the command line.
      The tool is an experimental use of IKVM and IKVM.Maven and the Saxon HE 12.9 Java release, but it is not in any way a supported or validated product of the company Saxonica, the creator of Saxon HE."
499,Azure.Bicep.RegistryModuleTool,0.41.2,63055,System.CommandLine,Bicep registry module tool
500,Microsoft.Artifacts.CredentialProvider.NuGet.Tool,2.0.1,63001,PowerArgs,"The Microsoft Credential Provider tool enables the .NET CLI to authenticate with Azure Artifacts feeds. Use this tool to seamlessly restore and publish packages from secured feeds. For more information, see: http://docs.nuget.org/Consume/Credential-Providers"
501,Craftsman,0.28.3,62897,Spectre.Console.Cli,A .NET scaffolding tool to help you stop worrying about boilerplate and focus on your business logic. Go to https://wrapt.dev for the full documentation.
502,dotnet-certes,3.0.4,62894,System.CommandLine,"Dotnet tool for Automated Certificate Management Environment (ACME) protocol,
      powered by Certes."
503,localappveyor,0.6.0,62849,McMaster.Extensions.CommandLineUtils,"Run your AppVeyor builds, locally."
504,PullRequestReleaseNotes.Tool,2.3.5,62840,PowerArgs,"Builds release history notes from unreleased pull requests on GitHub, GitLab, Azure DevOps Services / Server, BitBucket Cloud and Bitbucket Server and optionally posts them to a markdown file, Atlassian Confluence and Slack."
505,SteffBeckers.Abp.Generator,1.0.66,62532,Unknown/Custom,Steff's ABP.io Generator.
506,dotnetCampus.BuildKitTool,3.19.1,61884,CommandLineParser,提供dotnet打包方法
507,RecompiledMinifier.Core,1.0.9.6,61662,Unknown/Custom,Package Description
508,SaxonHE12NetIXslt,12.9.10,61291,Unknown/Custom,"This is a thin .NET 10 command line app/dotnet tool wrapper around the an IKVM compiled Saxon HE 12.9 and IKVM cross-compiled Invisible XML CoffeeSacks 3.3.4 extension library, allowing the use of XSLT 3.0 with Invisible XML extensions from the command line.
      The tool is an experimental use of IKVM and IKVM.Maven and the Saxon HE 12.9 Java release, but it is not in any way a supported or validated product of the company Saxonica, the creator of Saxon HE."
509,DotnetVersion,2.0.0,61114,McMaster.Extensions.CommandLineUtils,"Update project version, through an easy API."
510,Solhigson.Framework.EfCoreTool,6.0.53,60903,Unknown/Custom,Code gen for repository pattern from efcore models
511,AZDOI,2026.2.11.672,60515,Spectre.Console.Cli,Azure DevOps Inventory .NET Tool – Inventories and documents an Azure DevOps organization by generating a set of Markdown files for the specified organization and saving them to a specified folder.
512,SharpFuzz.CommandLine,2.2.0,60318,Unknown/Custom,Command line tool for SharpFuzz instrumentation
513,haveibeenpwned-downloader,0.5.25,60118,Spectre.Console.Cli,haveibeenpwned-downloader is a dotnet CLI tool to download the Pwned Passwords hashes from Have I Been Pwned for offline use.
514,SvRooij.Winget-Intune.Cli,1.1.0,59353,System.CommandLine,Package Description
515,CosmicWorks,2.3.1,58607,Spectre.Console.Cli,Command-line tool to generate fictiuous data and populates an Azure Cosmos DB for NoSQL account with the data.
516,fsdgenmd,2.12.0,58160,Unknown/Custom,A tool that generates Markdown for a Facility Service Definition.
517,argentini.sfumato,6.1.7,57644,Unknown/Custom,"Sfumato: The Ultra-Fast CSS Generation Tool
            ===========================================
            
            Sfumato is a lean, modern, utility-based CSS framework with relative UI scaling and adaptive design built-in. Add few lines to your CSS file and Sfumato will watch your project as you work, keeping track of changes, and generate a custom, tiny CSS file based only on the utility classes you use. And Sfumato uses the same class naming convention as Tailwind CSS v4!

            Install dotnet 10 from https://dotnet.microsoft.com/en-us/download and then install Sfumato with the following command:
            
            dotnet tool install --global argentini.sfumato"
518,nanodu,1.0.469,57355,System.CommandLine,.NET tool to update nanoFramework dependencies in class libraries. This is meant to be used in nanoFramework CI-CD pipelines.
519,Project2015To2017.Migrate2019.Tool,4.2.0,57292,Unknown/Custom,Tool for converting a MSBuild project file to VS2017 format and beyond.
520,Sundew.Packaging.Tool,3.0.3,57237,Unknown/Custom,"* Alternative NuGet client for bulk updating NuGet packages in csproj, fsproj and vbproj projects.
* Await NuGet package being published.
* Prune NuGet packages from a local source."
521,UnderTest.FeatureTransform,0.5.0,56448,CommandLineParser,Feature transformation tool for gherkin feature files.
522,xGo,0.1.43,56401,Unknown/Custom,Package Description
523,RSMassTransit.Tool,2.0.0,56393,Unknown/Custom,".NET tool host for RSMassTransit, a MassTransit message bus interface for SQL Server Reporting Services"
524,JoySoftware.NetDaemon.HassModel.CodeGen,23.44.0,56158,Unknown/Custom,A application model for writing automations for the free open source home automations software Home Assisstant written in .net 5.
525,EasyDotnet,3.0.15,55655,System.CommandLine; Spectre.Console.Cli,Package Description
526,ATech.Ring.DotNet.Cli,6.0.0,55547,CommandLineParser,ring! service launcher and monitor
527,Tyrannoport,0.3.43,55501,DocoptNet,🦖 For processing TRX files into something more enjoyable 🦖
528,LUISGen,2.2.0,55465,Unknown/Custom,LUISGen is a tool for generating a strongly typed C# class or typescript interface to make consuming LUIS output easier in the Microsoft Bot Builder SDK.  This enables build-time error checking and intellisense against the intents and entities of your LUIS application model.
529,xunit-cli,0.1.16,55437,Unknown/Custom,"A global .NET Core tool for running xunit tests.

Installation: dotnet tool install -g xunit-cli
Usage: xunit <assemblyPath> [additionalArgs]
    

This package was build from source code at https://github.com/natemcmaster/xunit-cli/tree/f7efd07a256c130eaafec55240da79b22858aa16"
530,dotnetCampus.GitRevisionTask,3.19.1,55197,Unknown/Custom,提供dotnet打包方法
531,Cosmic,1.0.16,55103,CommandLineParser,A succinct and powerful command line query tool for Azure Cosmos DB.
532,Hawaii,0.69.0,55085,Unknown/Custom,dotnet CLI tool to generate type-safe F# clients from OpenAPI/Swagger services
533,DecSm.Atom.Tool,2.2.0,54703,Unknown/Custom,An opinionated task and build automation framework#
534,TypedSignalR.Client.TypeScript.Generator,1.17.0,54622,System.CommandLine; Cocona,TypedSignalR.Client.TypeScript is a library/CLI tool that analyzes SignalR hub and receiver type definitions written in C# and generates TypeScript source code to provide strongly typed SignalR clients.
535,SaxonHE12NetXslt,12.9.10,54593,Unknown/Custom,"This is a thin .NET 10 command line app/dotnet tool wrapper around the an IKVM compiled Saxon HE 12.9, allowing the use of XSLT 3.0 from the command line.
      The tool is an experimental use of IKVM and IKVM.Maven and the Saxon HE 12.9 Java release, but it is not in any way a supported or validated product of the company Saxonica, the creator of Saxon HE."
536,upack,3.1.4,54471,Unknown/Custom,"upack is a simple CLI tool for building, installing, and publishing universal packages to upack feeds."
537,dotnetCampus.NuGetTask,3.19.1,54370,CommandLineParser,提供dotnet打包方法
538,Microsoft.TemplateEngine.Authoring.CLI,10.0.201,54178,System.CommandLine,A dotnet CLI tool with commands for template authoring.
539,dotnetCampus.DotNETTask,3.19.1,54030,CommandLineParser,提供dotnet打包方法
540,Boost.Tool,0.4.0,53870,McMaster.Extensions.CommandLineUtils,Package Description
541,tritext,0.23.42,53708,CommandLineParser,"Reads a pdf and uses IText to extract the text.
This program is part of the Trash toolkit."
542,wham,0.14.0,53550,System.CommandLine,".NET Core Global Tool for managing, converting and publishing datafiles for WarHub.ArmouryModel (wham). .NET Core SDK v2.1+ required."
543,dotnetCampus.NuGetPublishTask,3.19.1,53496,CommandLineParser,提供dotnet打包方法
544,Svg.Skia.Converter,3.7.0,53403,System.CommandLine,An SVG to encoded bitmap image converter.
545,Mockaco,1.4.5,53369,Unknown/Custom,"HTTP mock server, useful to stub services and simulate dynamic API responses, leveraging ASP.NET Core features, built-in fake data generation and pure C# scripting"
546,fflat,2.1.3,53160,System.CommandLine; Argu,Package Description
547,Eir.MFSH,2.20.0,53066,Unknown/Custom,2.20.0+Branch.master.Sha.772e009735566dddc185d98ad73c6168388f4451
548,CWTools.CLI,0.0.15,52844,Argu,CWTools CLI as a dotnet tool
549,NuSight,1.2.8,52698,ManyConsole; Mono.Options / NDesk.Options,"This is a .net tool that analyze your solution folder, discover all your project files and diagnose all the nuget packages if they require attention, such as any project contains outdated packages or inconsistent package versions, etc. And it can be used as validation process by your CI/CD pipelines."
550,Adriva.DevTools.Cli,8.0.1433.769,52605,System.CommandLine,Package Description
551,MetaCode.TS3.CLI,3.1.14,52474,Unknown/Custom,Template Suite 3 code generators.
552,Cratis.Applications.ProxyGenerator,17.26.1,52431,Unknown/Custom,Package Description
553,LGN,3.4.0,52414,McMaster.Extensions.CommandLineUtils,DESIRADE Lagoon dotnet tools.
554,SpocR,4.1.35,52413,McMaster.Extensions.CommandLineUtils,Package Description
555,cs-script.cli,4.14.3,52340,Unknown/Custom,Package Description
556,goodbye-wordpress,2.0.0,52277,Mono.Options / NDesk.Options,"Goodbye WordPress is a customizable library and command line tool for exporting posts from a WordPress MySQL database to static Markdown or HTML files, with YAML front-matter for metadata preservation. It is intended as a starting point for migrating away from a WordPress blog to a static site.

It further supports saving images referenced in the original posts and can generate a single-file archive of all exported posts in JSON format, in case the export process needs to run again after the MySQL database has been taken down.

 Note, there is a .NET 6.0 library (""Goodbye.WordPress"") that can be integrated easily into a new .NET console application that allows heavy customization through overriding pieces of the export pipeline in WordPressExporterDelegate."
557,dotnetCampus.GetAssemblyVersionTask,3.19.1,52217,CommandLineParser,提供dotnet打包方法
558,Meadow.Cli,0.3.225,52214,McMaster.Extensions.CommandLineUtils,Package Description
559,dotnet-nodejs-linux,25.8.2,52131,System.CommandLine,Install NodeJs using NuGet and dotnet tools (Linux only)
560,dotnetCampus.MSBuildTask,3.19.1,52077,Unknown/Custom,提供dotnet打包方法
561,pauldeen79.TextTemplateTransformationFramework.T4.Plus.Cmd,0.3.1,52033,McMaster.Extensions.CommandLineUtils,Package Description
562,Smoerfugl._build,0.1.208,51839,System.CommandLine,Package Description
563,Aiursoft.Dotlang,10.0.39,51723,System.CommandLine,A tool that helps you generate translated .cshtml files and resources files for ASP.NET Core App.
564,GenMy,1.1.14,51613,Unknown/Custom,快速创建和更新 .NETCore 2.1 + MySQL 项目，非常合适敏捷开发； dotnet tool install -g GenMy
565,dotnet-nodejs-win,25.8.2,51608,System.CommandLine,Install NodeJs using NuGet and dotnet tools (Windows only)
566,Microsoft.TemplateEngine.TemplateLocalizer,7.0.120,51576,System.CommandLine,A tool that can be used to localize template.json files.
567,Hopp.Tools.EngineGenerator,2.6.6.402,51565,System.CommandLine; CommandLineParser,Package Description
568,dotnet-nlu,0.8.1,51556,CommandLineParser,Package Description
569,pgscan,1.5.12,51365,Unknown/Custom,"Scans for NuGet, npm, or PyPI dependencies and optionally publishes them to a ProGet instance."
570,dotnet-orm,0.80.31,51358,Unknown/Custom,LinqSharp cli tools.
571,Ulid-Cli,1.4.1,51253,ConsoleAppFramework,ULID commandline utility
572,Pimix.Apps.BiliUtil,6.0.6,51237,CommandLineParser,Utility to interact with bilibili.
573,LiveReloadServer,2.0.1,51180,Unknown/Custom,"A self-contained, local, cross-platform, static file Web Server with automatic Live Reloading, Markdown rendering and loose Razor Pages support."
574,trdelete,0.22.0,51016,CommandLineParser,"Deletes nodes in a parse tree.
This program is part of the Trash toolkit."
575,tktk-cli,0.1.371,50885,McMaster.Extensions.CommandLineUtils,Some general dev tools
576,Ivy.Console,1.2.27,50882,System.CommandLine; Spectre.Console.Cli,Build Internal Applications with AI and Pure C#
577,programmerall,2024.723.2050,50758,Unknown/Custom,Export all tools and many others
578,dotnet-msix-catalog,0.3.1,50569,Unknown/Custom,Package Description
579,api-tools,1.4.1,50424,Mono.Options / NDesk.Options,A set of tools to help with .NET API development and and NuGet diff-ing.
580,Breakdance.Tools,7.0.0,50322,McMaster.Extensions.CommandLineUtils,Package Description
581,trquery,0.23.42,50320,CommandLineParser,"Modifies arbitrary text in a parse tree via script.
This program is part of the Trash toolkit."
582,Uno.PackageDiff,1.2.1,50298,Mono.Options / NDesk.Options,This package provides a nuget package diffing CLI tool.
583,clink,2.2.2,50102,System.CommandLine,A CLI tool for links manipulation.
584,pot,2.3.3,50059,CommandLineParser,Utility for generating POT templates for the i18n.Core project.
585,Prerenderer,1.3.1,49881,CommandLineParser,Package Description
586,Eir.FGraph,2.22.0,49536,Unknown/Custom,2.22.0+Branch.master.Sha.e7ec277426e7a820ea8baa07570ed423cee70d3f
587,CodeGenTools,2.0.109,49259,CommandLineParser,"Helper tools to quickly generate boilerplate serverless API's, Angular components and Cloudformation Scripts"
588,Skyline.DataMiner.CICD.Tools.Packager,5.1.5,49194,System.CommandLine,This .NET tool allows you to create application (.dmapp) and protocol (.dmprotocol) packages.
589,dotnetCampus.PickTextValueTask,3.19.1,48839,CommandLineParser,提供dotnet打包方法
590,EventHorizon.Blazor.TypeScript.Interop.Tool,1.4.1,48825,System.CommandLine,This dotnet tool encapsulates project generation for TypeScript Blazor Interop proxy abstraction.
591,Holion.TranslationSync.Cli,1.0.62,48824,Microsoft.Extensions.CommandLineUtils,Package Description
592,fcswatch-cli,0.7.14,48765,Argu,Run standard fsharp codes in watch mode
593,adr,1.1.8,48698,Spectre.Console.Cli,A .NET Global Tool for adopting and using Architectural Decision Records (ADR).
594,Corral,1.1.8,47974,Unknown/Custom,A solver for the reachability modulo theories problem.
595,zebble-build,2.0.4,47825,Unknown/Custom,Provides build functionality for Zebble projects
596,GivenSpecs.CommandLine,0.1.28,47789,CommandLineParser,A gherkin compatible testing framework for .NET core. This is the global tool.
597,PackedPrettier,3.2.5.13,47685,Unknown/Custom,The opinionated code formatter Prettier packed as dotnet tool.
598,Codeworx.Rest.Tool.Cli,2.0.10,47658,System.CommandLine; CommandLineParser,Package Description
599,Uno.DevServer,6.5.153,47611,System.CommandLine,A dotnet tool to manage the devserver in a CLI environment
600,Yardarm.CommandLine,0.6.3,47446,CommandLineParser,Command-line tool to generate C# SDKs directly from OpenAPI 3 specifications using the Roslyn compiler.
601,Spex,1.2.0,47279,Unknown/Custom,SpecFlow (Features) sync to Azure DevOps (TestCases)
602,trsort,0.23.42,47164,CommandLineParser,"Reorder grammar rules.
This program is part of the Trash toolkit."
603,SIL.IdlImporter.Tool,3.0.1,47154,Unknown/Custom,Imports the COM interfaces from an IDL file for use with .NET. Can handle c-style arrays and OLECHAR pointers.
604,git-flow-version,0.17.0,47110,McMaster.Extensions.CommandLineUtils,git-flow-version creates predictable and opinionated SemVer 2.0.0 version numbers for git flow repositories.
605,Kifa.Tools.BiliUtil,14.7.1,47023,CommandLineParser,Utility to interact with bilibili.
606,dotnet-csi,1.2.1,46936,Unknown/Custom,C# script runner and REPL tool for build automation
607,trinsert,0.22.0,46740,CommandLineParser,"Inserts arbitrary text in a parse tree.
This program is part of the Trash toolkit."
608,RocketUI.Design.Host,1.0.94,46654,CommandLineParser,Package Description
609,BinaryDataDecoders.Xslt.Cli,0.4.15,46646,CommandLineParser,Package Description
610,todo,1.0.41,46414,Unknown/Custom,The simple task management powered by .NET Core Global Tools and accesible everywhere with your GitHub account.
611,Microsoft.CST.OSSGadget.FindSquats.CLI,0.1.422,46388,McMaster.Extensions.CommandLineUtils; CommandLineParser,OSS Gadget - Package Typosquatting Detector
612,DefaultDocumentation.Console,1.2.4,46358,CommandLineParser,Create a simple markdown documentation from the Visual Studio xml one.
613,Torinox,1.2.0,46153,Unknown/Custom,"FHIR STU3 Command Line Tool - Includes FHIR client, Resource resolver, Bundling, JSON-XML Conversion, Package manager, validation, snapshot generation."
614,ConfigValidate,1.0.0,46111,CommandLineParser,Package Description
615,Amazon.Lambda.TestTool,0.13.0,45823,Spectre.Console.Cli,A tool to help debug and test your .NET AWS Lambda functions locally.
616,AiCommitMessage,2.0.23,45804,CommandLineParser,"This tool generates AI-powered commit messages via Git hooks, automating meaningful message suggestions from OpenAI and others to improve commit quality and efficiency"
617,MakeGenericAgain,1.0.6,45748,Unknown/Custom,Problem is that nswag client code generation from open api specification or swagger generates classes without generics. This tool can be used afterwards to make classes generic again
